[00:00:00] , "Team 1" , "0" , "NELS" , "EV_PlayerJoinedMatch" , "NELS" , ""
[00:05:39] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-36.67, -0.14, -24.96)" , ""
[00:05:40] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-0.77, 2.84, 57.10)" , ""
[00:05:40] , "Team 2" , "5" , "Torbjörn" , "EV_PlayerPosition" , "(-25.88, 0.35, -11.44)" , ""
[00:05:40] , "Team 2" , "4" , "Bastion" , "EV_PlayerPosition" , "(-11.26, 6.00, -40.98)" , ""
[00:05:40] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-14.93, 1.02, -16.28)" , ""
[00:05:40] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-4.98, -0.14, -28.39)" , ""
[00:05:40] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(-4.89, -0.13, -17.70)" , ""
[00:05:40] , "Team 1" , "5" , "Soldier: 76" , "EV_PlayerPosition" , "(2.86, 1.00, 45.73)" , ""
[00:05:40] , "Team 1" , "4" , "Zarya" , "EV_PlayerPosition" , "(3.89, 1.00, 45.18)" , ""
[00:05:40] , "Team 1" , "3" , "Roadhog" , "EV_PlayerPosition" , "(4.61, 1.00, 44.25)" , ""
[00:05:40] , "Team 1" , "2" , "Lúcio" , "EV_PlayerPosition" , "(1.61, 1.00, 45.98)" , ""
[00:05:40] , "Team 1" , "1" , "Zenyatta" , "EV_PlayerPosition" , "(-0.70, 1.00, 44.81)" , ""
[00:05:41] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-36.67, -0.14, -24.96)" , ""
[00:05:41] , "Team 2" , "5" , "Torbjörn" , "EV_Charge_Ultimate" , "0" , ""
[00:05:41] , "Team 2" , "4" , "Bastion" , "EV_Charge_Ultimate" , "0" , ""
[00:05:41] , "Team 2" , "3" , "Zarya" , "EV_Charge_Ultimate" , "0" , ""
[00:05:41] , "Team 2" , "2" , "Roadhog" , "EV_Charge_Ultimate" , "0" , ""
[00:05:41] , "Team 2" , "1" , "Ana" , "EV_Charge_Ultimate" , "0" , ""
[00:05:41] , "Team 2" , "0" , "Zenyatta" , "EV_Charge_Ultimate" , "0" , ""
[00:05:41] , "Team 1" , "5" , "Soldier: 76" , "EV_Charge_Ultimate" , "0" , ""
[00:05:41] , "Team 1" , "4" , "Zarya" , "EV_Charge_Ultimate" , "0" , ""
[00:05:41] , "Team 1" , "3" , "Roadhog" , "EV_Charge_Ultimate" , "0" , ""
[00:05:41] , "Team 1" , "2" , "Lúcio" , "EV_Charge_Ultimate" , "0" , ""
[00:05:41] , "Team 1" , "1" , "Zenyatta" , "EV_Charge_Ultimate" , "0" , ""
[00:05:42] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(3.84, 2.00, 56.13)" , ""
[00:05:42] , "Team 2" , "0" , "Zenyatta" , "EV_UsedAbility_1" , "Zenyatta" , ""
[00:05:42] , "Team 2" , "5" , "Torbjörn" , "EV_PlayerPosition" , "(-25.88, 0.35, -11.44)" , ""
[00:05:42] , "Team 2" , "4" , "Bastion" , "EV_PlayerPosition" , "(-11.26, 6.00, -40.98)" , ""
[00:05:42] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-14.93, 1.02, -16.28)" , ""
[00:05:42] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-4.98, -0.14, -28.39)" , ""
[00:05:42] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(-4.89, -0.13, -17.70)" , ""
[00:05:42] , "Team 1" , "5" , "Soldier: 76" , "EV_PlayerPosition" , "(2.86, 1.00, 45.73)" , ""
[00:05:42] , "Team 1" , "4" , "Zarya" , "EV_PlayerPosition" , "(3.89, 1.00, 45.18)" , ""
[00:05:42] , "Team 1" , "3" , "Roadhog" , "EV_PlayerPosition" , "(4.61, 1.00, 44.25)" , ""
[00:05:42] , "Team 1" , "2" , "Lúcio" , "EV_PlayerPosition" , "(1.61, 1.00, 45.98)" , ""
[00:05:42] , "Team 1" , "1" , "Zenyatta" , "EV_PlayerPosition" , "(-0.70, 1.00, 44.81)" , ""
[00:05:43] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-36.67, -0.14, -24.96)" , ""
[00:05:44] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(9.82, 2.09, 54.07)" , ""
[00:05:44] , "Team 1" , "0" , "NELS" , "EV_Charge_Ultimate" , "0" , ""
[00:05:44] , "Team 2" , "5" , "Torbjörn" , "EV_PlayerPosition" , "(-25.88, 0.35, -11.44)" , ""
[00:05:44] , "Team 2" , "4" , "Bastion" , "EV_PlayerPosition" , "(-11.26, 6.00, -40.98)" , ""
[00:05:44] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-14.93, 1.02, -16.28)" , ""
[00:05:44] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-4.98, -0.14, -28.39)" , ""
[00:05:44] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(-4.89, -0.13, -17.70)" , ""
[00:05:44] , "Team 1" , "5" , "Soldier: 76" , "EV_PlayerPosition" , "(2.86, 1.00, 45.73)" , ""
[00:05:44] , "Team 1" , "4" , "Zarya" , "EV_PlayerPosition" , "(3.89, 1.00, 45.18)" , ""
[00:05:44] , "Team 1" , "3" , "Roadhog" , "EV_PlayerPosition" , "(4.61, 1.00, 44.25)" , ""
[00:05:44] , "Team 1" , "2" , "Lúcio" , "EV_PlayerPosition" , "(1.61, 1.00, 45.98)" , ""
[00:05:44] , "Team 1" , "1" , "Zenyatta" , "EV_PlayerPosition" , "(-0.70, 1.00, 44.81)" , ""
[00:05:45] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-36.67, -0.14, -24.96)" , ""
[00:05:45] , "Team 2" , "0" , "Zenyatta" , "EV_UsedAbility_1" , "Zenyatta" , ""
[00:05:46] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(4.96, 2.84, 52.19)" , ""
[00:05:46] , "Team 2" , "5" , "Torbjörn" , "EV_PlayerPosition" , "(-25.88, 0.35, -11.44)" , ""
[00:05:46] , "Team 2" , "4" , "Bastion" , "EV_PlayerPosition" , "(-11.26, 6.00, -40.98)" , ""
[00:05:46] , "Team 2" , "5" , "Torbjörn" , "EV_Charge_Ultimate" , "0" , ""
[00:05:46] , "Team 2" , "4" , "Bastion" , "EV_Charge_Ultimate" , "0" , ""
[00:05:46] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-14.93, 1.02, -16.28)" , ""
[00:05:46] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-4.98, -0.14, -28.39)" , ""
[00:05:46] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(-4.89, -0.13, -17.70)" , ""
[00:05:46] , "Team 1" , "5" , "Soldier: 76" , "EV_PlayerPosition" , "(2.86, 1.00, 45.73)" , ""
[00:05:46] , "Team 1" , "4" , "Zarya" , "EV_PlayerPosition" , "(3.89, 1.00, 45.18)" , ""
[00:05:46] , "Team 1" , "3" , "Roadhog" , "EV_PlayerPosition" , "(4.61, 1.00, 44.25)" , ""
[00:05:46] , "Team 1" , "2" , "Lúcio" , "EV_PlayerPosition" , "(1.61, 1.00, 45.98)" , ""
[00:05:46] , "Team 1" , "1" , "Zenyatta" , "EV_PlayerPosition" , "(-0.70, 1.00, 44.81)" , ""
[00:05:46] , "Team 2" , "3" , "Zarya" , "EV_Charge_Ultimate" , "0" , ""
[00:05:46] , "Team 2" , "2" , "Roadhog" , "EV_Charge_Ultimate" , "0" , ""
[00:05:46] , "Team 2" , "1" , "Ana" , "EV_Charge_Ultimate" , "0" , ""
[00:05:46] , "Team 2" , "0" , "Zenyatta" , "EV_Charge_Ultimate" , "0" , ""
[00:05:46] , "Team 1" , "5" , "Soldier: 76" , "EV_Charge_Ultimate" , "0" , ""
[00:05:46] , "Team 1" , "4" , "Zarya" , "EV_Charge_Ultimate" , "0" , ""
[00:05:46] , "Team 1" , "3" , "Roadhog" , "EV_Charge_Ultimate" , "0" , ""
[00:05:46] , "Team 1" , "2" , "Lúcio" , "EV_Charge_Ultimate" , "0" , ""
[00:05:46] , "Team 1" , "1" , "Zenyatta" , "EV_Charge_Ultimate" , "0" , ""
[00:05:47] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-36.67, -0.14, -24.96)" , ""
[00:05:48] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-0.87, 2.00, 53.39)" , ""
[00:05:48] , "Team 2" , "5" , "Torbjörn" , "EV_PlayerPosition" , "(-25.88, 0.35, -11.44)" , ""
[00:05:48] , "Team 2" , "4" , "Bastion" , "EV_PlayerPosition" , "(-11.26, 6.00, -40.98)" , ""
[00:05:48] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-14.93, 1.02, -16.28)" , ""
[00:05:48] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-4.98, -0.14, -28.39)" , ""
[00:05:48] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(-4.89, -0.13, -17.70)" , ""
[00:05:48] , "Team 1" , "5" , "Soldier: 76" , "EV_PlayerPosition" , "(2.86, 1.00, 45.73)" , ""
[00:05:48] , "Team 1" , "4" , "Zarya" , "EV_PlayerPosition" , "(3.89, 1.00, 45.18)" , ""
[00:05:48] , "Team 1" , "3" , "Roadhog" , "EV_PlayerPosition" , "(4.61, 1.00, 44.25)" , ""
[00:05:48] , "Team 1" , "2" , "Lúcio" , "EV_PlayerPosition" , "(1.61, 1.00, 45.98)" , ""
[00:05:48] , "Team 1" , "1" , "Zenyatta" , "EV_PlayerPosition" , "(-0.70, 1.00, 44.81)" , ""
[00:05:49] , "Team 1" , "0" , "NELS" , "EV_Charge_Ultimate" , "0" , ""
[00:05:49] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-36.67, -0.14, -24.96)" , ""
[00:05:49] , "Team 2" , "0" , "Zenyatta" , "EV_UsedAbility_1" , "Zenyatta" , ""
[00:05:50] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(0.06, 2.00, 55.03)" , ""
[00:05:50] , "Team 2" , "5" , "Torbjörn" , "EV_PlayerPosition" , "(-25.88, 0.35, -11.44)" , ""
[00:05:50] , "Team 2" , "4" , "Bastion" , "EV_PlayerPosition" , "(-11.26, 6.00, -40.98)" , ""
[00:05:50] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-14.93, 1.02, -16.28)" , ""
[00:05:50] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-4.98, -0.14, -28.39)" , ""
[00:05:50] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(-4.89, -0.13, -17.70)" , ""
[00:05:50] , "Team 1" , "5" , "Soldier: 76" , "EV_PlayerPosition" , "(2.86, 1.00, 45.73)" , ""
[00:05:50] , "Team 1" , "4" , "Zarya" , "EV_PlayerPosition" , "(3.89, 1.00, 45.18)" , ""
[00:05:50] , "Team 1" , "3" , "Roadhog" , "EV_PlayerPosition" , "(4.61, 1.00, 44.25)" , ""
[00:05:50] , "Team 1" , "2" , "Lúcio" , "EV_PlayerPosition" , "(1.61, 1.00, 45.98)" , ""
[00:05:50] , "Team 1" , "1" , "Zenyatta" , "EV_PlayerPosition" , "(-0.70, 1.00, 44.81)" , ""
[00:05:51] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-36.67, -0.14, -24.96)" , ""
[00:05:51] , "Team 2" , "5" , "Torbjörn" , "EV_Charge_Ultimate" , "0" , ""
[00:05:51] , "Team 2" , "4" , "Bastion" , "EV_Charge_Ultimate" , "0" , ""
[00:05:51] , "Team 2" , "3" , "Zarya" , "EV_Charge_Ultimate" , "0" , ""
[00:05:51] , "Team 2" , "2" , "Roadhog" , "EV_Charge_Ultimate" , "0" , ""
[00:05:51] , "Team 2" , "1" , "Ana" , "EV_Charge_Ultimate" , "0" , ""
[00:05:51] , "Team 2" , "0" , "Zenyatta" , "EV_Charge_Ultimate" , "0" , ""
[00:05:51] , "Team 1" , "5" , "Soldier: 76" , "EV_Charge_Ultimate" , "0" , ""
[00:05:51] , "Team 1" , "4" , "Zarya" , "EV_Charge_Ultimate" , "0" , ""
[00:05:51] , "Team 1" , "3" , "Roadhog" , "EV_Charge_Ultimate" , "0" , ""
[00:05:51] , "Team 1" , "2" , "Lúcio" , "EV_Charge_Ultimate" , "0" , ""
[00:05:51] , "Team 1" , "1" , "Zenyatta" , "EV_Charge_Ultimate" , "0" , ""
[00:05:52] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(0.06, 2.00, 55.03)" , ""
[00:05:52] , "Team 2" , "5" , "Torbjörn" , "EV_PlayerPosition" , "(-25.88, 0.35, -11.44)" , ""
[00:05:52] , "Team 2" , "4" , "Bastion" , "EV_PlayerPosition" , "(-11.26, 6.00, -40.98)" , ""
[00:05:52] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-14.93, 1.02, -16.28)" , ""
[00:05:52] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-4.98, -0.14, -28.39)" , ""
[00:05:52] , "Team 2" , "0" , "Zenyatta" , "EV_UsedAbility_1" , "Zenyatta" , ""
[00:05:52] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(-4.89, -0.13, -17.70)" , ""
[00:05:52] , "Team 1" , "5" , "Soldier: 76" , "EV_PlayerPosition" , "(2.86, 1.00, 45.73)" , ""
[00:05:52] , "Team 1" , "4" , "Zarya" , "EV_PlayerPosition" , "(3.89, 1.00, 45.18)" , ""
[00:05:52] , "Team 1" , "3" , "Roadhog" , "EV_PlayerPosition" , "(4.61, 1.00, 44.25)" , ""
[00:05:52] , "Team 1" , "2" , "Lúcio" , "EV_PlayerPosition" , "(1.61, 1.00, 45.98)" , ""
[00:05:52] , "Team 1" , "1" , "Zenyatta" , "EV_PlayerPosition" , "(-0.70, 1.00, 44.81)" , ""
[00:05:53] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-36.67, -0.14, -24.96)" , ""
[00:05:54] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-0.41, 2.00, 54.27)" , ""
[00:05:54] , "Team 1" , "0" , "NELS" , "EV_Charge_Ultimate" , "0" , ""
[00:05:54] , "Team 2" , "5" , "Torbjörn" , "EV_PlayerPosition" , "(-25.88, 0.35, -11.44)" , ""
[00:05:54] , "Team 2" , "4" , "Bastion" , "EV_PlayerPosition" , "(-11.26, 6.00, -40.98)" , ""
[00:05:54] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-14.93, 1.02, -16.28)" , ""
[00:05:54] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-4.98, -0.14, -28.39)" , ""
[00:05:54] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(-4.89, -0.13, -17.70)" , ""
[00:05:54] , "Team 1" , "5" , "Soldier: 76" , "EV_PlayerPosition" , "(2.86, 1.00, 45.73)" , ""
[00:05:54] , "Team 1" , "4" , "Zarya" , "EV_PlayerPosition" , "(3.89, 1.00, 45.18)" , ""
[00:05:54] , "Team 1" , "3" , "Roadhog" , "EV_PlayerPosition" , "(4.61, 1.00, 44.25)" , ""
[00:05:54] , "Team 1" , "2" , "Lúcio" , "EV_PlayerPosition" , "(1.61, 1.00, 45.98)" , ""
[00:05:54] , "Team 1" , "1" , "Zenyatta" , "EV_PlayerPosition" , "(-0.70, 1.00, 44.81)" , ""
[00:05:55] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-36.67, -0.14, -24.96)" , ""
[00:05:56] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(1.85, 2.00, 56.19)" , ""
[00:05:56] , "Team 2" , "0" , "Zenyatta" , "EV_UsedAbility_1" , "Zenyatta" , ""
[00:05:56] , "Team 2" , "5" , "Torbjörn" , "EV_PlayerPosition" , "(-25.88, 0.35, -11.44)" , ""
[00:05:56] , "Team 2" , "4" , "Bastion" , "EV_PlayerPosition" , "(-11.26, 6.00, -40.98)" , ""
[00:05:56] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-14.93, 1.02, -16.28)" , ""
[00:05:56] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-4.98, -0.14, -28.39)" , ""
[00:05:56] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(-4.89, -0.13, -17.70)" , ""
[00:05:56] , "Team 1" , "5" , "Soldier: 76" , "EV_PlayerPosition" , "(2.86, 1.00, 45.73)" , ""
[00:05:56] , "Team 1" , "4" , "Zarya" , "EV_PlayerPosition" , "(3.89, 1.00, 45.18)" , ""
[00:05:56] , "Team 1" , "3" , "Roadhog" , "EV_PlayerPosition" , "(4.61, 1.00, 44.25)" , ""
[00:05:56] , "Team 1" , "2" , "Lúcio" , "EV_PlayerPosition" , "(1.61, 1.00, 45.98)" , ""
[00:05:56] , "Team 1" , "1" , "Zenyatta" , "EV_PlayerPosition" , "(-0.70, 1.00, 44.81)" , ""
[00:05:56] , "Team 2" , "5" , "Torbjörn" , "EV_Charge_Ultimate" , "0" , ""
[00:05:56] , "Team 2" , "4" , "Bastion" , "EV_Charge_Ultimate" , "0" , ""
[00:05:56] , "Team 2" , "3" , "Zarya" , "EV_Charge_Ultimate" , "0" , ""
[00:05:56] , "Team 2" , "2" , "Roadhog" , "EV_Charge_Ultimate" , "0" , ""
[00:05:56] , "Team 2" , "1" , "Ana" , "EV_Charge_Ultimate" , "0" , ""
[00:05:56] , "Team 2" , "0" , "Zenyatta" , "EV_Charge_Ultimate" , "0" , ""
[00:05:56] , "Team 1" , "5" , "Soldier: 76" , "EV_Charge_Ultimate" , "0" , ""
[00:05:56] , "Team 1" , "4" , "Zarya" , "EV_Charge_Ultimate" , "0" , ""
[00:05:56] , "Team 1" , "3" , "Roadhog" , "EV_Charge_Ultimate" , "0" , ""
[00:05:56] , "Team 1" , "2" , "Lúcio" , "EV_Charge_Ultimate" , "0" , ""
[00:05:56] , "Team 1" , "1" , "Zenyatta" , "EV_Charge_Ultimate" , "0" , ""
[00:05:57] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-36.67, -0.14, -24.96)" , ""
[00:05:58] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(1.29, 2.08, 51.49)" , ""
[00:05:58] , "Team 2" , "5" , "Torbjörn" , "EV_PlayerPosition" , "(-25.88, 0.35, -11.44)" , ""
[00:05:58] , "Team 2" , "4" , "Bastion" , "EV_PlayerPosition" , "(-11.26, 6.00, -40.98)" , ""
[00:05:58] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-14.93, 1.02, -16.28)" , ""
[00:05:58] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-4.98, -0.14, -28.39)" , ""
[00:05:58] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(-4.89, -0.13, -17.70)" , ""
[00:05:58] , "Team 1" , "5" , "Soldier: 76" , "EV_PlayerPosition" , "(2.86, 1.00, 45.73)" , ""
[00:05:58] , "Team 1" , "4" , "Zarya" , "EV_PlayerPosition" , "(3.89, 1.00, 45.18)" , ""
[00:05:58] , "Team 1" , "3" , "Roadhog" , "EV_PlayerPosition" , "(4.61, 1.00, 44.25)" , ""
[00:05:58] , "Team 1" , "2" , "Lúcio" , "EV_PlayerPosition" , "(1.61, 1.00, 45.98)" , ""
[00:05:58] , "Team 1" , "1" , "Zenyatta" , "EV_PlayerPosition" , "(-0.70, 1.00, 44.81)" , ""
[00:05:59] , "Team 1" , "0" , "NELS" , "EV_Charge_Ultimate" , "0" , ""
[00:05:59] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-36.67, -0.14, -24.96)" , ""
[00:05:59] , "Team 2" , "0" , "Zenyatta" , "EV_UsedAbility_1" , "Zenyatta" , ""
[00:06:00] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(5.16, 1.09, 39.74)" , ""
[00:06:00] , "Team 2" , "5" , "Torbjörn" , "EV_PlayerPosition" , "(-25.88, 0.35, -11.44)" , ""
[00:06:00] , "Team 2" , "4" , "Bastion" , "EV_PlayerPosition" , "(-11.26, 6.00, -40.98)" , ""
[00:06:00] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-14.93, 1.02, -16.28)" , ""
[00:06:00] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-4.98, -0.14, -28.39)" , ""
[00:06:00] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(-4.89, -0.13, -17.70)" , ""
[00:06:00] , "Team 1" , "5" , "Soldier: 76" , "EV_PlayerPosition" , "(2.86, 1.00, 45.73)" , ""
[00:06:00] , "Team 1" , "4" , "Zarya" , "EV_PlayerPosition" , "(3.89, 1.00, 45.18)" , ""
[00:06:00] , "Team 1" , "3" , "Roadhog" , "EV_PlayerPosition" , "(4.61, 1.00, 44.25)" , ""
[00:06:00] , "Team 1" , "2" , "Lúcio" , "EV_PlayerPosition" , "(1.61, 1.00, 45.98)" , ""
[00:06:00] , "Team 1" , "1" , "Zenyatta" , "EV_PlayerPosition" , "(-0.70, 1.00, 44.81)" , ""
[00:06:01] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-36.67, -0.14, -24.96)" , ""
[00:06:01] , "Team 1" , "0" , "NELS" , "EV_RoundStarted" , "2" , ""
[00:06:01] , "Team 2" , "5" , "Torbjörn" , "EV_Charge_Ultimate" , "0" , ""
[00:06:01] , "Team 2" , "4" , "Bastion" , "EV_Charge_Ultimate" , "0" , ""
[00:06:01] , "Team 2" , "3" , "Zarya" , "EV_Charge_Ultimate" , "0" , ""
[00:06:01] , "Team 1" , "2" , "Lúcio" , "EV_UsedAbility_2" , "Lúcio" , ""
[00:06:01] , "Team 2" , "2" , "Roadhog" , "EV_Charge_Ultimate" , "0" , ""
[00:06:01] , "Team 2" , "1" , "Ana" , "EV_Charge_Ultimate" , "0" , ""
[00:06:01] , "Team 2" , "0" , "Zenyatta" , "EV_Charge_Ultimate" , "0" , ""
[00:06:01] , "Team 1" , "5" , "Soldier: 76" , "EV_Charge_Ultimate" , "0" , ""
[00:06:01] , "Team 1" , "4" , "Zarya" , "EV_Charge_Ultimate" , "0" , ""
[00:06:01] , "Team 1" , "3" , "Roadhog" , "EV_Charge_Ultimate" , "0" , ""
[00:06:01] , "Team 1" , "2" , "Lúcio" , "EV_Charge_Ultimate" , "0" , ""
[00:06:01] , "Team 1" , "1" , "Zenyatta" , "EV_Charge_Ultimate" , "0" , ""
[00:06:02] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(2.32, 1.65, 26.34)" , ""
[00:06:02] , "Team 2" , "5" , "Torbjörn" , "EV_PlayerPosition" , "(-25.88, 0.35, -11.44)" , ""
[00:06:02] , "Team 2" , "4" , "Bastion" , "EV_PlayerPosition" , "(-11.26, 6.00, -40.98)" , ""
[00:06:02] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-14.93, 1.02, -16.28)" , ""
[00:06:02] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-4.98, -0.14, -28.39)" , ""
[00:06:02] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(-4.89, -0.13, -17.70)" , ""
[00:06:02] , "Team 1" , "5" , "Soldier: 76" , "EV_PlayerPosition" , "(2.00, 1.00, 44.42)" , ""
[00:06:02] , "Team 1" , "4" , "Zarya" , "EV_PlayerPosition" , "(3.89, 1.00, 43.89)" , ""
[00:06:02] , "Team 1" , "3" , "Roadhog" , "EV_PlayerPosition" , "(3.90, 1.00, 42.90)" , ""
[00:06:02] , "Team 1" , "2" , "Lúcio" , "EV_PlayerPosition" , "(0.88, 1.00, 43.47)" , ""
[00:06:02] , "Team 1" , "1" , "Zenyatta" , "EV_PlayerPosition" , "(-0.93, 1.00, 43.17)" , ""
[00:06:03] , "Team 2" , "0" , "Zenyatta" , "EV_UsedAbility_1" , "Zenyatta" , ""
[00:06:03] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-36.67, -0.14, -24.96)" , ""
[00:06:04] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-3.72, 0.59, 17.32)" , ""
[00:06:04] , "Team 1" , "0" , "NELS" , "EV_Charge_Ultimate" , "0" , ""
[00:06:04] , "Team 2" , "5" , "Torbjörn" , "EV_PlayerPosition" , "(-25.88, 0.35, -11.44)" , ""
[00:06:04] , "Team 2" , "4" , "Bastion" , "EV_PlayerPosition" , "(-11.26, 6.00, -40.98)" , ""
[00:06:04] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-14.93, 1.02, -16.28)" , ""
[00:06:04] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-4.98, -0.14, -28.39)" , ""
[00:06:04] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(-4.89, -0.13, -17.70)" , ""
[00:06:04] , "Team 1" , "5" , "Soldier: 76" , "EV_PlayerPosition" , "(2.00, 1.00, 44.42)" , ""
[00:06:04] , "Team 1" , "4" , "Zarya" , "EV_PlayerPosition" , "(3.89, 1.00, 43.89)" , ""
[00:06:04] , "Team 1" , "3" , "Roadhog" , "EV_PlayerPosition" , "(3.90, 1.00, 42.90)" , ""
[00:06:04] , "Team 1" , "2" , "Lúcio" , "EV_PlayerPosition" , "(0.88, 1.00, 43.47)" , ""
[00:06:04] , "Team 1" , "1" , "Zenyatta" , "EV_PlayerPosition" , "(-0.93, 1.00, 43.17)" , ""
[00:06:05] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-36.67, -0.14, -24.96)" , ""
[00:06:06] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-7.15, 0.72, 7.13)" , ""
[00:06:06] , "Team 2" , "5" , "Torbjörn" , "EV_PlayerPosition" , "(-20.77, 1.00, -13.37)" , ""
[00:06:06] , "Team 2" , "4" , "Bastion" , "EV_PlayerPosition" , "(-11.26, 6.00, -40.98)" , ""
[00:06:06] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-14.93, 1.02, -16.28)" , ""
[00:06:06] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-4.98, -0.14, -28.39)" , ""
[00:06:06] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(-3.65, 0.08, -13.97)" , ""
[00:06:06] , "Team 1" , "5" , "Soldier: 76" , "EV_PlayerPosition" , "(-0.15, 1.00, 35.73)" , ""
[00:06:06] , "Team 1" , "4" , "Zarya" , "EV_PlayerPosition" , "(-1.34, 1.00, 35.84)" , ""
[00:06:06] , "Team 1" , "3" , "Roadhog" , "EV_PlayerPosition" , "(-1.37, 1.00, 34.83)" , ""
[00:06:06] , "Team 1" , "2" , "Lúcio" , "EV_PlayerPosition" , "(-2.35, 1.00, 34.28)" , ""
[00:06:06] , "Team 1" , "1" , "Zenyatta" , "EV_PlayerPosition" , "(-3.95, 1.00, 33.99)" , ""
[00:06:06] , "Team 2" , "5" , "Torbjörn" , "EV_Charge_Ultimate" , "1" , ""
[00:06:06] , "Team 2" , "4" , "Bastion" , "EV_Charge_Ultimate" , "1" , ""
[00:06:06] , "Team 2" , "3" , "Zarya" , "EV_Charge_Ultimate" , "1" , ""
[00:06:06] , "Team 2" , "2" , "Roadhog" , "EV_Charge_Ultimate" , "1" , ""
